,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist,g_mag_error,distance_pc,labels,is_core
1072,1636148068921376768,b'Gaia DR3 3326930771845575808',3326930771845575808,297905595,2016.0,100.21315934312277,0.03308111,10.028830626508578,0.03067475,1.3266266326383573,0.037547123,35.332314,4.273641,-2.2066941490211907,0.038386952,-3.6598510764370578,0.03269568,-0.0327279,0.1117221,-0.2331109,0.120403275,-0.396447,0.041419078,-0.39475176,0.16152062,0.18886995,-0.080688305,222,222,219,3,4.094308,2317.159,0.2774463,89.02476,31,False,1.775885,,,,,,,,25,17,0.054682076,25,11,0,0.01984926,175.94579,0,0,1.2026399,,,,,,,,,False,217,5425780.970161471,2672.1677,2030.4792,8.851212,25,4081869.930352871,4788.63,852.40875,8.811395,25,2214088.4314865447,2006.294,1103.5713,8.884908,1.1603782,0.0,0.0,0.0,0.0,0.0,-0.07351303,-0.039816856,-0.033696175,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',202.80376020963902,2.23185066438932,100.32474856081191,-13.045149739459715,False,False,0,True,True,False,True,False,True,True,False,1.0224015e-13,5.1068443e-13,0.9999843,12934.344,12881.156,12984.8,3.7433,3.7315,3.7515,-0.7882,-0.7968,-0.7706,848.5721,837.0689,861.9888,0.1583,0.1559,0.1608,0.1554,0.153,0.1579,0.0832,0.0819,0.0846,b'A',0.1518837933240102,0.0005347191830709438,753.7915909401189,0,False
1098,1636148068921376768,b'Gaia DR3 3326931008066646144',3326931008066646144,124223546,2016.0,100.3120418758067,0.16438106,9.998229309581186,0.15648845,1.3281258342269566,0.19030562,6.97891,4.1486955,-1.7061855475306753,0.21869686,-3.781614215199327,0.18298976,-0.072835125,-0.08801123,-0.21980625,0.2714007,-0.3784194,0.12934735,-0.3104753,0.3057109,0.11634869,0.037196532,196,0,195,1,0.70731455,218.08864,0.0,0.0,31,False,1.2353739,,,,,,,,22,17,0.3091363,24,8,0,0.021946302,101.446266,0,0,1.034728,0.34530523,0.15647763,0.4751455,0.86524737,-76.16246,6.0944366,-26.733027,-40.331524,False,192,834.3500223320148,2.2190077,376.0014,18.383997,23,107.666473181281,11.793892,9.129003,20.25834,22,1163.5155341936684,8.68474,133.97241,17.083466,1.5235596,0.0,2.0,0.0,1.0,0.0,3.1748753,1.8743439,1.3005314,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',202.87548776255701,2.304526570677475,100.426729565466,-13.068585961153117,False,False,0,False,False,False,False,False,True,False,False,1.4749782e-12,5.1248686e-13,0.9999629,3207.6147,3203.7148,3212.1892,4.793,4.7872,4.8,0.4635,0.439,0.4862,323.5375,319.2122,327.4179,0.8296,0.799,0.8624,0.5069,0.4885,0.527,0.3585,0.3457,0.3723,b'PHOENIX',0.15316880640604294,0.002887585508353132,752.9407035305926,0,True
1109,1636148068921376768,b'Gaia DR3 3326710663360978816',3326710663360978816,1304587822,2016.0,100.21475537841597,0.015628576,9.723380143956442,0.013873152,1.3692073060887815,0.017319446,79.05607,4.083361,-1.5240723119170085,0.020912535,-3.7882768027011853,0.016933339,-0.062692665,0.040951274,0.021591727,0.13691603,-0.19471318,0.155599,-0.25982726,0.103462055,0.14539021,-0.18838774,224,0,224,0,1.4052638,246.78488,0.0,1.3580418e-15,31,False,1.4428593,,,,,,,,26,15,0.029919347,28,8,0,0.1308296,3.794078,0,0,1.0663366,0.17639382,0.17311998,0.28011847,0.85349435,-61.842453,12.570618,-21.804752,-38.664707,False,213,46950.77839246753,222.44254,211.06924,14.00826,26,19151.58958746461,349.3759,54.816574,14.63303,26,40432.255416281325,528.2649,76.53784,13.231075,1.2690704,0.0,1.0,0.0,0.0,0.0,1.4019547,0.62477016,0.7771845,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',203.0764236783631,2.093781748557216,100.34908936080265,-13.349683610906807,False,False,0,False,False,False,True,False,True,True,False,1.0366049e-13,5.177789e-13,0.9998378,4953.6255,4939.5938,4967.293,4.1077,4.106,4.1094,-0.1556,-0.1696,-0.1404,664.268,657.8088,671.1247,0.7222,0.7074,0.7363,0.5642,0.5523,0.5754,0.3009,0.2945,0.3071,b'MARCS',0.15362998500608518,0.005143981104034761,730.3495939242077,0,True
1148,1636148068921376768,b'Gaia DR3 3326714919673593856',3326714919673593856,300631863,2016.0,100.10314387457505,0.018295275,9.768929247895201,0.01662273,1.35210865846696,0.020916529,64.643074,4.169387,-1.7516219654220722,0.025112212,-3.783597149113474,0.022598175,-0.0556278,-0.12770985,-0.040142965,0.1159469,-0.32113105,0.16847624,-0.25689843,0.05364618,0.20162973,-0.38004753,202,202,201,1,4.834989,845.75037,0.12855445,19.31493,31,True,1.6625148,,,,,,,,23,16,0.03926516,23,7,1,0.02970582,104.91354,0,0,1.2520552,,,,,,,,,False,195,4079076.4938809522,2179.7183,1871.3778,9.160962,23,2632509.9832239756,3266.405,805.93494,9.287617,23,2159169.4651407963,2019.8999,1068.9487,8.912179,1.1746972,0.0,0.0,0.0,0.0,0.0,0.37543774,0.12665462,0.24878311,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',202.9855982689,2.0167348667242617,100.23296167862185,-13.31218440567034,False,False,0,True,True,False,True,False,False,True,False,1.06812115e-13,5.335211e-13,0.9995264,,,,,,,,,,,,,,,,,,,,,,,0.15577351084104815,0.000580180122014266,739.5855308949906,0,True
1152,1636148068921376768,b'Gaia DR3 3326711865951812736',3326711865951812736,277928975,2016.0,100.29853896172055,0.36034307,9.743399549349393,0.3347097,1.360707035175251,0.42518148,3.200297,3.8050666,-1.750184173113734,0.47519287,-3.3786663773944454,0.3938235,-0.17155893,0.04017962,-0.106099896,0.16982524,-0.21580775,0.10507948,-0.27916563,0.38443223,-0.13672493,-0.34120026,219,0,219,0,2.837179,295.53616,1.4568866,2.4654768,95,False,,1.286703,0.11396307,0.037029456,-0.07261504,-0.039024737,-0.0614909,0.229066,25,16,0.72450006,27,8,0,0.09143033,92.625336,0,15,1.1389298,0.24971592,0.23377466,0.39100075,0.8415939,-64.639694,27.656628,-24.944279,-39.660625,False,219,273.0544569237695,1.4710664,185.61668,19.596745,18,101.3007616512678,11.0862055,9.13755,20.32451,17,441.51046178629093,33.295372,13.260415,18.135544,1.9879229,0.0,14.0,0.0,11.0,0.0,2.1889668,0.72776604,1.4612007,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',203.09632889388018,2.176390204702597,100.43223288142714,-13.323706459830786,False,False,0,False,False,False,False,False,False,False,False,2.7903604e-10,7.868986e-09,0.99999267,,,,,,,,,,,,,,,,,,,,,,,0.15589112146812217,0.0058493459833186745,734.9120524472088,0,True
1167,1636148068921376768,b'Gaia DR3 3326711487994693504',3326711487994693504,367009215,2016.0,100.28239783520208,0.011904807,9.734150696001949,0.011091994,1.383971581027765,0.014275337,96.94844,3.8845687,-2.0303267405861614,0.014993888,-3.3117438032519617,0.0124478135,-0.0805467,0.05234432,-0.07455834,0.07136192,-0.31338206,-0.0130736185,-0.2494794,0.30916998,0.100740105,-0.2067042,234,0,234,0,1.5007133,267.659,0.0,0.0,31,False,1.5110604,,,,,,,,27,17,0.021709394,29,10,0,0.051653016,105.55186,0,0,1.0694481,0.23339774,0.1805425,0.3590531,0.85167235,-64.09984,18.719753,-25.3397,-39.413067,False,230,93772.2789209529,166.62978,562.75824,13.25718,27,46035.8812050833,280.01685,164.40398,13.680801,25,68750.42476093686,387.07605,177.61478,12.654707,1.2240964,0.0,0.0,0.0,0.0,0.0,1.0260944,0.42362118,0.60247326,15.824792,3.780992,2.0,12.0,1.0,10.0,10.69301,,,944.78723,,5000.0,3.5,-0.75,111.0,,,,12.352655,0.028293831,11.0,,b'VARIABLE',203.0972965336035,2.1580139342242144,100.41662171557213,-13.334092347258096,False,False,0,False,False,False,True,False,False,True,False,1.0241194e-13,5.115425e-13,0.99996144,,,,,,,,,,,,,,,,,,,,,,,0.1567042709862856,0.0019293119639580822,722.5581895672887,0,False
1180,1636148068921376768,b'Gaia DR3 3326735535516232576',3326735535516232576,886846237,2016.0,100.34848451309183,0.056519073,9.787874759422376,0.05294088,1.3887143510371724,0.06682183,20.782347,3.8729568,-1.8769677852986324,0.072449945,-3.387740629537809,0.06562176,-0.053896755,-0.000980476,-0.012602476,0.034424353,-0.3145737,-0.037914068,-0.09438796,0.24145502,0.16522263,-0.22478205,242,0,240,2,0.83972186,265.26907,0.08450556,0.23976295,31,False,1.31085,,,,,,,,28,17,0.10674322,29,9,0,0.18989624,99.50606,0,0,1.0375462,0.24036098,0.17538483,0.3701097,0.88895243,-79.0801,23.547724,-26.917688,-40.622997,False,238,3225.028529787427,18.49124,174.40846,16.916033,27,765.5827214112853,18.797052,40.72887,18.128561,27,3809.635344200792,79.58365,47.869576,15.795687,1.4186597,0.0,0.0,0.0,0.0,0.0,2.3328743,1.2125282,1.1203461,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',203.07920772874687,2.2404849298890155,100.47932782796617,-13.275745291785483,False,False,0,False,False,False,False,False,True,True,False,1.2749238e-13,4.874543e-11,0.9976672,3584.9426,3548.7744,3613.7402,4.2165,4.1646,4.317,-0.2552,-0.289,-0.2256,601.5273,504.4622,634.709,0.6275,0.5885,0.6689,0.4182,0.3919,0.446,0.255,0.2391,0.2716,b'PHOENIX',0.15724055640497395,0.00622524956096179,720.090491794185,0,True
1191,1636148068921376768,b'Gaia DR3 3326711930375968256',3326711930375968256,175256720,2016.0,100.32232004646495,0.09101876,9.757748314965179,0.085000955,1.3071851328443764,0.11004059,11.879118,4.113184,-1.7886200166044306,0.12176176,-3.7039330164901982,0.10355703,-0.13431081,0.15862691,0.07349346,0.05403295,-0.36072454,-0.08107483,-0.044063263,0.36119664,0.04244019,-0.25699824,227,0,227,0,-0.26720202,225.73943,0.0,0.0,31,False,1.2945274,,,,,,,,26,16,0.17999868,27,7,0,0.032677747,104.45825,0,0,0.9858512,0.27665707,0.1825821,0.4117786,0.87703156,-63.809917,23.598738,-28.36293,-40.304276,False,226,1583.3157386636876,2.2366924,707.8826,17.688448,25,335.33329732937585,11.939959,28.084963,19.02485,24,1972.4741685930003,12.354862,159.65166,16.510366,1.4575788,0.0,1.0,0.0,2.0,0.0,2.5144844,1.3364029,1.1780815,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',203.09425815110555,2.203793200763464,100.45517461324391,-13.307681417813741,False,False,0,False,False,False,False,False,True,True,False,1.1477589e-13,5.3460594e-13,0.9996401,3491.7922,3474.1208,3524.0254,4.5236,4.4751,4.5639,-0.0307,-0.1683,0.0634,534.1729,517.5101,555.1365,0.7096,0.6711,0.7468,0.4637,0.4384,0.4881,0.2962,0.2808,0.3116,b'MARCS',0.15807601265257729,0.001533779979439226,765.0025806398552,0,False
1201,1636148068921376768,b'Gaia DR3 3326933619408561280',3326933619408561280,633581280,2016.0,100.14636930332341,0.16252136,10.01957239627272,0.1436517,1.4388317802847472,0.1634756,8.801508,3.8525665,-1.849971451501577,0.21166477,-3.3793303360290774,0.16343924,0.08462081,-0.26915625,-0.4972185,0.025432466,-0.2718891,-0.04857618,-0.53776795,0.33874324,0.02935152,-0.05639492,196,0,196,0,1.2976075,229.5757,0.4448522,1.4613706,31,False,1.252609,,,,,,,,23,15,0.30996922,23,11,1,0.01548156,86.75899,0,0,1.0653378,0.21934167,0.18181075,0.38724622,0.827635,-87.07809,3.2649927,-21.337923,-39.116657,False,195,991.7333596509408,1.9705211,503.28482,18.196379,20,163.93985758263335,9.123136,17.969683,19.80183,20,1262.264448556297,14.074644,89.68358,16.99502,1.4380925,0.0,1.0,0.0,1.0,0.0,2.8068104,1.6054516,1.2013588,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',202.7819499681541,2.169109283808952,100.25809576201934,-13.059130251674203,False,False,0,False,False,False,False,False,True,True,False,6.211435e-13,5.53454e-13,0.99932396,3281.506,3277.261,3287.1135,4.8613,4.8528,4.869,0.1049,0.0858,0.1238,345.9308,341.551,350.42,0.4046,0.3752,0.44,0.2547,0.2361,0.2771,0.1749,0.1626,0.1897,b'MARCS',0.158648278666924,0.0021572997245521705,695.0082794265903,0,False
1232,1636148068921376768,b'Gaia DR3 3326710663360978944',3326710663360978944,1764357592,2016.0,100.21981148001342,0.0751983,9.716768511033145,0.0642817,1.34430853569366,0.08649744,15.541599,4.1665177,-1.5782576816639322,0.10313913,-3.856030666300213,0.07460722,-0.060885336,0.14166948,0.19442892,0.056953434,-0.29777876,0.03729025,-0.13733606,0.29475537,-0.024793543,-0.23915608,202,0,201,1,0.37009585,212.55905,0.08509233,0.16508147,31,False,1.3079315,,,,,,,,24,14,0.14844617,26,6,0,0.054732725,120.389244,0,0,1.01704,0.26888883,0.22680116,0.3956877,0.83047324,-57.41072,22.77121,-24.541384,-39.3001,False,200,2587.1657354739023,19.589634,132.0681,17.155306,25,554.0716121637685,22.740831,24.364616,18.479628,25,3199.1250806623325,58.51758,54.66947,15.985317,1.4506983,0.0,1.0,0.0,2.0,0.0,2.4943104,1.3243217,1.1699886,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',203.08458690272272,2.0951959342088187,100.35469064830045,-13.355916436548727,False,False,0,False,False,False,True,False,False,True,False,1.7480048e-13,1.5882018e-11,0.99296397,3465.625,3457.5618,3469.5693,4.0486,4.0209,4.0825,-0.4517,-0.5107,-0.4008,628.9484,614.1622,645.5337,0.5695,0.5419,0.5996,0.3735,0.3552,0.3933,0.2395,0.2284,0.2517,b'MARCS',0.16024943831994973,0.008221032974343071,743.8768507736971,0,True
1283,1636148068921376768,b'Gaia DR3 3326712072110251008',3326712072110251008,1423297872,2016.0,100.23361575251904,0.08548705,9.714995409777465,0.07415155,1.3312049382922864,0.09949361,13.379804,4.1321735,-1.6421123624285856,0.12189199,-3.7918760257479387,0.08975583,-0.110865876,0.13218537,0.16956823,0.11239371,-0.22831923,0.12711751,-0.17636238,0.34232876,-0.10178569,-0.3488321,202,0,201,1,1.2653316,233.26051,0.18067372,0.6220962,31,False,1.2592549,,,,,,,,23,13,0.18030943,25,6,0,0.020211287,115.31312,0,0,1.0628488,0.23807693,0.24751629,0.36207208,0.8309325,-58.050552,26.881693,-24.213192,-39.572865,False,191,2250.876161104974,3.3743646,667.0519,17.306488,20,318.0914946858294,10.622425,29.94528,19.082163,18,3044.7338706868854,17.079355,178.26984,16.039022,1.4940072,0.0,0.0,0.0,0.0,0.0,3.0431404,1.7756748,1.2674656,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',203.09238287580968,2.106491024312361,100.3687705625526,-13.356697233600002,False,False,0,False,False,False,False,False,False,True,False,4.579773e-13,6.491065e-13,0.9996796,3456.355,3430.9072,3468.7847,4.1443,4.1015,4.1839,0.1692,0.1506,0.1841,554.4448,532.0379,578.8886,1.2616,1.2063,1.307,0.788,0.7528,0.8168,0.5481,0.5254,0.5666,b'MARCS',0.16282339111292313,0.0016276638107201966,751.1991363875445,0,True
1285,1636148068921376768,b'Gaia DR3 3326932004499068928',3326932004499068928,1475643864,2016.0,100.24912479999881,0.08542529,10.036809120763523,0.0911207,1.5112864297138286,0.12035978,12.556408,3.9820921,-1.6890189946592034,0.10890394,-3.6061438550496403,0.09128285,-0.15095544,0.14027472,-0.09173538,0.10771594,-0.5546645,-0.14816481,-0.2500657,0.41345397,0.087174974,-0.1708429,202,0,202,0,0.20239818,209.90973,0.0,0.0,31,False,1.2947423,,,,,,,,23,16,0.15973657,24,9,0,0.055008445,89.19041,0,0,1.0085167,0.3974971,0.14844835,0.5066995,0.87728596,-59.59569,13.993411,-29.032272,-39.75654,False,201,1960.5893355063,13.194899,148.58691,17.4564,23,436.7877273845722,12.35409,35.35572,18.737865,23,2445.49670365537,44.771885,54.621258,16.276978,1.4701113,0.0,0.0,0.0,0.0,0.0,2.460888,1.2814655,1.1794224,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',202.8128346346842,2.2670031050721167,100.36041179284375,-13.034623809085264,False,False,0,False,False,False,False,False,True,True,False,2.0101812e-13,1.995502e-11,0.9976672,3390.0488,3376.5737,3408.3384,3.9772,3.966,4.0,-0.9712,-1.0104,-0.919,512.996,493.326,537.6697,0.6934,0.6557,0.7342,0.4548,0.4299,0.4818,0.2851,0.2699,0.3016,b'MARCS',0.16291584551170635,0.007307078228311795,661.6879370705103,0,False
1286,1636148068921376768,b'Gaia DR3 3326736811121849216',3326736811121849216,372379455,2016.0,100.37537743375076,0.023611482,9.830074111399085,0.021987574,1.4436208460400692,0.027300792,52.878353,3.8235893,-1.3268235573116396,0.02894502,-3.5859969879315616,0.024108047,-0.21873823,0.19882286,0.042920295,0.22066507,-0.42899525,0.1404135,-0.20861055,0.14229831,0.14010984,-0.24400657,241,241,240,1,2.0108798,1491.8857,0.20007543,48.43965,31,False,1.7479695,,,,,,,,27,17,0.042309243,28,8,1,0.012618208,148.94753,0,0,1.0927131,,,,,,,,,False,238,2210713.8480169377,841.68427,2626.536,9.8260355,22,1617400.417004955,1985.0748,814.7806,9.816499,19,955850.8765702154,900.9057,1060.9888,9.79692,1.1639911,0.0,0.0,0.0,0.0,0.0,0.019578934,-0.009536743,0.029115677,19.199478,7.876339,1.0,7.0,5.0,5.0,52.360466,-0.055739414,0.5688272,929.5813,51.331985,9000.0,4.5,0.25,555.0,,,,9.756382,0.021785695,2.0,57.596737,b'VARIABLE',203.053728706283,2.283320128302657,100.50329239960577,-13.231712244909133,False,False,0,True,True,True,True,False,True,True,False,1.10810036e-13,5.534906e-13,0.99913424,11245.781,11158.4795,11337.524,4.1416,4.0864,4.2572,-0.2029,-0.3782,0.2705,638.2429,541.2949,682.5835,0.2568,0.25,0.2745,0.2489,0.2422,0.2662,0.1328,0.1292,0.142,b'A',0.16293642501073147,0.00041337192818908673,692.7026599422242,0,False
1295,1636148068921376768,b'Gaia DR3 3326736811121849344',3326736811121849344,1251714060,2016.0,100.3754610545585,0.026473783,9.829323339563109,0.024663407,1.3881007639656338,0.030372862,45.702007,4.265121,-1.9537760494876761,0.032766886,-3.791307998723349,0.027350208,-0.2268111,0.19043308,0.04227395,0.22661953,-0.41867238,0.15398902,-0.20374258,0.14830373,0.12154174,-0.26985747,241,241,239,2,-0.31552354,1928.618,0.22769867,63.49811,95,False,,1.6768502,0.007323633,-0.10188772,0.109455995,-0.14097631,-0.11288985,0.08532525,27,17,0.04832613,29,8,0,0.01091593,141.48375,0,0,0.98399603,,,,,,,,,True,240,1336421.1758719927,503.36993,2654.9482,10.372508,4,1012426.4303072102,34367.074,29.459198,10.325133,4,710604.6325630612,31803.912,22.34331,10.118825,1.2892874,0.0,4.0,0.0,4.0,0.0,0.20630836,-0.047374725,0.2536831,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',203.05443493827246,2.283050916560855,100.50343356843301,-13.232454917436309,False,False,0,False,False,False,False,False,False,True,False,1.0606146e-13,5.2977165e-13,0.9996025,,,,,,,,,,,,,,,,,,,,,,,0.16323316886700748,0.00040894816234291457,720.4087959314442,0,True
1307,1636148068921376768,b'Gaia DR3 3326933172731924224',3326933172731924224,624054972,2016.0,100.10685171077644,0.069292635,9.999930354042137,0.06382125,1.458992486653346,0.07745967,18.835512,4.1357064,-1.6693367587641261,0.08783774,-3.7838318528440826,0.06974425,0.066320136,-0.0719846,-0.30239892,-0.029874956,-0.3547737,-0.10304761,-0.3961477,0.25433964,0.05774907,-0.049341332,221,0,220,1,0.52869654,236.9604,0.15404819,0.6391494,31,False,1.2618462,,,,,,,,25,17,0.12521218,25,10,0,0.056715723,18.330658,2,0,1.0240409,0.26701176,0.17708473,0.40485087,0.84073263,-64.14806,0.3716624,-25.539625,-39.305832,False,215,2918.6609724969226,11.973702,243.75594,17.024408,23,536.4134181166054,18.28764,29.33202,18.514793,25,3695.3145518377537,33.897427,109.0146,15.828767,1.4498868,0.0,2.0,0.0,0.0,0.0,2.6860266,1.490385,1.1956415,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',202.78164883268352,2.1255182386974147,100.21969558891267,-13.081515730788634,False,False,0,False,False,False,True,False,False,True,False,2.712384e-13,2.6682614e-11,0.99296397,3472.8813,3467.7126,3480.019,4.0125,4.0052,4.0233,-0.4267,-0.4545,-0.4004,534.8922,526.7789,544.4678,1.2105,1.1774,1.2366,0.7811,0.7594,0.7982,0.5019,0.4892,0.512,b'MARCS',0.1639694351848459,0.004454193912359579,685.4044891580022,0,True
1438,1636148068921376768,b'Gaia DR3 3326711969031021056',3326711969031021056,1171082973,2016.0,100.34080274495993,0.021001242,9.75858798591453,0.020523747,1.3800332996444156,0.025500625,54.117622,4.3918796,-2.5134801989549405,0.028550658,-3.601530960595922,0.024310865,-0.1351804,0.098814845,-0.07178725,-0.06758491,-0.45509246,-0.18670854,-0.090241954,0.2823197,0.0071862256,-0.2610303,239,0,239,0,-0.43453777,227.01367,0.0,1.3137939e-15,31,False,1.423507,,,,,,,,27,16,0.04221645,30,11,0,0.014018389,162.40002,0,0,0.9785663,0.28662655,0.20398478,0.44841912,0.8755474,-71.64391,24.540476,-27.686579,-40.779133,False,236,22232.531329128044,57.530712,386.44632,14.819895,30,8663.86923958491,78.443855,110.446754,15.494263,29,19670.721464974926,180.30197,109.09876,14.013345,1.2744653,0.0,2.0,0.0,1.0,0.0,1.4809179,0.6743679,0.80655,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',203.1018297571368,2.220384101833607,100.47377881693752,-13.305508694068454,False,False,0,False,False,False,True,False,True,True,False,1.0679841e-13,3.6377085e-11,0.99952716,4574.6885,4565.4307,4588.0913,4.1403,4.1376,4.1451,-0.432,-0.45,-0.4147,661.7377,654.5341,668.015,0.5806,0.5689,0.5966,0.4433,0.4341,0.4559,0.2369,0.232,0.2437,b'MARCS',0.16999967038320168,0.0028095395136326215,724.6201959457527,0,True
1446,1636148068921376768,b'Gaia DR3 3326909434448109568',3326909434448109568,1695724696,2016.0,100.05709602304644,0.038121153,9.941813280960293,0.033695146,1.4693910064129436,0.040820982,35.995975,4.128665,-1.5062182862278726,0.049182992,-3.844109821415529,0.04111612,0.092634,-0.08329547,-0.22354296,-0.11984866,-0.2231886,-0.10726834,-0.35320288,0.07173496,0.1743888,-0.07386884,185,0,184,1,0.89248914,202.63089,0.084473714,0.6959478,31,True,1.3348802,,,,,,,,22,15,0.069066785,23,9,0,0.16782515,11.025576,0,0,1.0456477,0.14685895,0.16792773,0.26144662,0.86033106,-66.30891,-2.3646095,-23.731493,-39.088383,False,185,9398.249986807152,41.834965,224.6506,15.754749,21,2592.4819834557898,74.02071,35.023735,16.804253,21,10714.958185614478,103.36273,103.66365,14.672919,1.4159487,0.0,2.0,0.0,0.0,0.0,2.1313334,1.0495033,1.08183,,,,,,,,,,,,,,,,,,,,,,,b'NOT_AVAILABLE',202.81097706989306,2.05537551250532,100.17377480490251,-13.14298776111819,False,False,0,False,False,False,False,False,False,True,False,1.0719358e-13,1.03807636e-10,0.99948806,,,,,,,,,,,,,,,,,,,,,,,0.17033971483892577,0.004832999262976916,680.5540496951766,0,False
1471,1636148068921376768,b'Gaia DR3 3326905959818985216',3326905959818985216,1728086685,2016.0,100.04550116457729,0.07270111,9.90723059706196,0.065110505,1.4715446817245352,0.080934785,18.181856,4.005555,-1.7873213786505258,0.09684725,-3.5846835493368774,0.083373815,0.12283136,0.005572072,-0.1203826,-0.14606957,-0.2817043,-0.15137702,-0.23949756,0.14269523,0.13315228,-0.1941468,182,0,182,0,-0.7902489,169.67038,0.0,0.0,31,False,1.2794933,,,,,,,,21,15,0.13942076,21,7,0,0.0727641,94.054184,0,0,0.95643806,0.21191257,0.14823128,0.3111934,0.8843257,-54.526073,2.703377,-26.144138,-39.00257,False,179,2753.0491733960052,4.868694,565.4595,17.087831,19,540.2006745023504,16.614378,32.514046,18.507154,18,3467.8426409397443,18.829567,184.17007,15.897747,1.4558561,0.0,0.0,0.0,2.0,0.0,2.6094074,1.419323,1.1900845,,,,,,,,,,,,,,,,,,,,,,,b'VARIABLE',202.83653490214792,2.0294133070657456,100.16460737238359,-13.178296741151179,False,False,0,False,False,False,True,False,True,True,False,2.1141797e-13,2.3250484e-12,0.99861324,3470.1104,3465.4595,3478.0251,4.039,4.0181,4.069,-0.4578,-0.4964,-0.416,569.0039,555.0119,582.5171,0.9043,0.8797,0.9269,0.5887,0.5725,0.6036,0.3768,0.3672,0.3858,b'MARCS',0.1716399345656358,0.0019200955280806874,679.5580266227989,0,False
